173,336817,6595,330281,0
177,336821,6588,330281,0
173,336814,6592,330281,0
173,336765,6486,330281,0
173,336818,6596,330281,0
173,336815,6593,330281,0
173,336817,6595,330281,0
173,336817,6595,330281,0
173,336816,6594,330281,0
175,336833,6599,330281,0
175,336834,6600,330281,0
179,336809,6586,330281,0
173,336814,6592,330281,0
178,336826,6547,330281,0
173,336819,6597,330281,0
173,336820,6598,330281,0
173,336817,6595,330281,0
173,336816,6594,330281,0
173,336809,6586,330281,0
179,336811,6588,330281,0
175,336837,6603,330281,0
174,336795,6568,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
173,336818,6596,330281,0
173,336818,6596,330281,0
173,336816,6594,330281,0
175,336834,6600,330281,0
175,336837,6603,330281,0
179,336809,6586,330281,0
173,336813,6591,330281,0
173,336819,6539,330281,0
167,336753,6510,330281,0
179,336862,6585,330281,0
173,336865,6585,330281,0
173,336863,6583,330281,0
173,336863,6583,330281,0
172,336860,6580,330281,0
172,336862,6582,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
173,336814,6591,330281,0
173,336814,6591,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
173,336805,6582,330281,0
173,336808,6585,330281,0
174,336845,6589,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336838,6603,330281,0
173,336820,6598,330281,0
173,336815,6592,330281,0
173,336816,6594,330281,0
173,336816,6594,330281,0
173,336820,6598,330281,0
173,336811,6588,330281,0
175,336834,6599,330281,0
175,336838,6603,330281,0
175,336834,6599,330281,0
173,336810,6587,330281,0
175,336830,6595,330281,0
175,336835,6600,330281,0
175,336829,6594,330281,0
173,336820,6598,330281,0
175,336839,6604,330281,0
173,336820,6598,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336838,6603,330281,0
173,336819,6597,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336837,6602,330281,0
173,336820,6598,330281,0
173,336815,6592,330281,0
173,336820,6598,330281,0
175,336835,6600,330281,0
173,336820,6598,330281,0
175,336832,6597,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
175,336836,6601,330281,0
173,336813,6590,330281,0
175,336831,6596,330281,0
175,336831,6596,330281,0
175,336816,6581,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
175,336839,6605,330281,0
173,336818,6596,330281,0
175,336827,6592,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6596,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
173,336818,6595,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
175,336839,6604,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
175,336839,6604,330281,0
173,336818,6595,330281,0
173,336818,6595,330281,0
175,336839,6604,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
173,336815,6592,330281,0
175,336838,6603,330281,0
175,336838,6603,330281,0
173,336815,6593,330281,0
173,336814,6591,330281,0
173,336820,6598,330281,0
175,336838,6603,330281,0
175,336834,6599,330281,0
175,336834,6599,330281,0
175,336834,6599,330281,0
173,336820,6598,330281,0
175,336838,6603,330281,0
175,336834,6599,330281,0
173,336820,6598,330281,0
173,336816,6594,330281,0
173,336817,6594,330281,0
173,336818,6596,330281,0
173,336817,6594,330281,0
175,336777,6501,330281,0
168,336729,6460,330281,0
173,336820,6598,330281,0
175,336839,6604,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
173,336818,6596,330281,0
173,336819,6597,330281,0
175,336837,6602,330281,0
173,336816,6593,330281,0
173,336820,6598,330281,0
173,336818,6595,330281,0
173,336814,6591,330281,0
173,336818,6596,330281,0
173,336819,6597,330281,0
173,336820,6598,330281,0
175,336836,6601,330281,0
173,336819,6596,330281,0
173,336818,6595,330281,0
173,336820,6598,330281,0
175,336835,6600,330281,0
173,336820,6598,330281,0
173,336814,6591,330281,0
173,336815,6592,330281,0
175,336829,6594,330281,0
173,336820,6598,330281,0
175,336838,6603,330281,0
173,336815,6592,330281,0
175,336830,6595,330281,0
173,336814,6591,330281,0
179,336810,6589,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
175,336830,6595,330281,0
175,336819,6584,330281,0
175,336833,6598,330281,0
175,336829,6594,330281,0
175,336833,6598,330281,0
175,336833,6598,330281,0
173,336811,6588,330281,0
170,336848,6585,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
173,336817,6595,330281,0
173,336817,6595,330281,0
173,336811,6588,330281,0
169,336828,6549,330281,0
173,336814,6592,330281,0
178,336783,6504,330281,0
173,336820,6598,330281,0
175,336839,6604,330281,0
173,336820,6598,330281,0
173,336819,6596,330281,0
173,336818,6595,330281,0
175,336838,6603,330281,0
175,336839,6604,330281,0
173,336818,6595,330281,0
173,336819,6596,330281,0
175,336833,6598,330281,0
173,336818,6596,330281,0
173,336819,6597,330281,0
175,336834,6599,330281,0
173,336815,6593,330281,0
175,336835,6600,330281,0
175,336838,6603,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
173,336814,6591,330281,0
175,336832,6597,330281,0
173,336815,6592,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
173,336820,6598,330281,0
173,336820,6598,330281,0
173,336815,6593,330281,0
173,336815,6592,330281,0
173,336820,6598,330281,0
175,336832,6598,330281,0
173,336812,6589,330281,0
175,336833,6598,330281,0
175,336832,6597,330281,0
173,336813,6590,330281,0
175,336833,6598,330281,0
173,336816,6593,330281,0
175,336824,6589,330281,0
175,336827,6592,330281,0
173,336820,6598,330281,0
170,336838,6575,330281,0
178,336737,6572,330281,0
170,336829,6566,330281,0
181,336836,6556,330281,0
173,336803,6580,330281,0
175,336826,6591,330281,0
175,336825,6590,330281,0
170,336781,6556,330281,0
175,336826,6591,330281,0
175,336822,6587,330281,0
179,336776,6556,330281,0
179,336772,6547,330281,0
181,336845,6565,330281,0
180,336802,6561,330281,0
173,336798,6575,330281,0
173,336817,6595,330281,0
175,336822,6587,330281,0
180,336805,6564,330281,0
182,336788,6568,330281,0
180,336808,6572,330281,0
181,336831,6551,330281,0
172,336774,6495,330281,0
180,336719,6478,330281,0
173,336820,6598,330281,0
173,336819,6597,330281,0
173,336819,6597,330281,0
175,336838,6603,330281,0
173,336820,6598,330281,0
173,336818,6596,330281,0
173,336818,6596,330281,0
173,336818,6596,330281,0
175,336837,6602,330281,0
173,336818,6596,330281,0
175,336837,6602,330281,0
173,336816,6593,330281,0
175,336837,6602,330281,0
175,336837,6602,330281,0
173,336815,6593,330281,0
173,336818,6596,330281,0
175,336835,6600,330281,0
175,336835,6600,330281,0
173,336814,6592,330281,0
173,336817,6595,330281,0
173,336816,6594,330281,0
173,336826,6587,330281,0
175,336835,6600,330281,0
173,336803,6580,330281,0
173,336815,6592,330281,0
173,336803,6580,330281,0
173,336793,6570,330281,0
180,336818,6577,330281,0
173,336803,6580,330281,0
173,336820,6598,330281,0
175,336827,6592,330281,0
173,336813,6590,330281,0
181,336837,6557,330281,0
175,336831,6596,330281,0
180,336809,6568,330281,0
173,336801,6578,330281,0
180,336811,6570,330281,0
173,336816,6594,330281,0
